1;1;2;7820;8118;8177
2;1;3;7616;8100;7734
3;1;4;8431;7411;8056
5;1;6;7779;7408;8079
5;1;6;7186;7576;7999
6;2;1;2118;2728;7313
7;2;2;6392;7639;8160
8;2;3;7639;7409;8215
9;2;4;8463;7952;7824
10;2;5;8015;7792;7519
11;2;6;7921;7311;8487
12;1;1;9175;8127;7972
13;1;2;8171;7895;7904
14;1;3;7858;10921;7837
